Donor,Deflatorvalue
Jordanian National Commission for Women,1.0154
Kachin Baptist Convention,1.0154
Khwendo Kor,1.0154
Labena Organization for Women Development Aid Capacity Building,1.0154
MADAD FUND,1.0154
Makhzoumi Foundation,1.0154
Manos Unidas,1.0154
Mena Organization for Services Advocacy integration and Capacity Building,1.0154
Ministry of Education and Higher Education,1.0154
Monastery Saint James the Mutilated,1.0154
Myanmar Health Assistant Association,1.0154
Myanmar Heart Development Organization,1.0154
National Demining Units Organization,1.0154
NGO Free Ukraine,1.0154
NGO Ukrainian Cultural Center,1.0154
Norwegian Capacity,1.0154
Nova - Centre per la Innovació Social / NOVACT,1.0154
One Step Further,1.0154
Organization for Research and Community Development,1.0154
Organization for Voluntary Humanitarian Assistance Programme,1.0154
OVERSEAS-Onlus,1.0154
Oxfam Intermon,1.0154
Oxfam/Community Aid Abroad/Intermon/Novib,1.0154
Parlement des Jeunes Rwandais,1.0154
Pearl of Africa Environment,1.0154
People Empowerment & Consulting Enterprise,1.0154
Person in Need Relief Mission,1.0154
Professionals in Humanitarian Assistance and Protection,1.0154
Real Medicine Foundation,1.0154
Rebuild Iraq Recruitment Program,1.0154
Reform Society,1.0154
Rehabilitation Education And Community Health,1.0154
Relief and Humanitarian Aid Organisation in Dar al Fatwa,1.0154
Rural Community Action for Peace and Development,1.0154
Rural Development Initiative South Sudan,1.0154
Save Youth Future Society,1.0154
Secretariado Diocesano de Pastoral Social,1.0154
Society for Human and Environmental Development,1.0154
Somalia Resilience Program,1.0154
Standard Alliance,1.0154
Sudanese Organization for Rehabilitation and Construction,1.0154
Support Agency for Rural and Human Association’s Development,1.0154
Support to Life,1.0154
Sustainable Development and Peace Building Initiatives,1.0154
Tahaddi & Apprentis d'Auteuils,1.0154
Tajik Aid,1.0154
The National Institution of Social Care and Vocational Training,1.0154
Triyog Trust NZ,1.0154
Turath Organization for Human Development,1.0154
U.S. Forest Service,1.0154
UN Department of Economic and Social Affairs,1.0154
UN Women,1.0154
United Nations Global Pulse,1.0154
United Nations Voluntary Fund for Trafficking in Person,1.0154
Vetwork Services Trust,1.0154
Wethaq Foundation for Civil Orientation,1.0154
Women Now for Development,1.0154
World Vision Vanuatu,1.0154
Yemeni Social Reform Society,1.0154
Young Men’s Christian Association,1.0154
ABAAD-Resource Center for Gender Equality,1.0154
Abs Development for Women and Children,1.0154
Action for Development,1.0154
Advocates Coalition for Rights and Development,1.0154
Agency for Assistance and Development of Afghanistan,1.0154
Agricultural Development Association,1.0154
Akkar Network for Development,1.0154
Allocation of unearmarked funds by UN Women,1.0154
ASSABIL,1.0154
Associate in Community Development,1.0154
Association Centrafricaine pour le Développement Economique et Social,1.0154
Association des Cadres Musulmans de Centrafrique,1.0154
Association des Femmes pour la Promotion de l'Entreprenariat,1.0154
Association for Integrated Rural Development,1.0154
Association HIMAYA,1.0154
Association LRC,1.0154
ASYA SAR - KYM,1.0154
Basmeh and Zeitooneh - Lebanese Association,1.0154
Centre Libanais des Droits Humains,1.0154
Chad,0.9686
Community Development Association,1.0154
Community in Need Aid,1.0154
ECHO DFID contribution,1.0154
EducAid Onlus,1.0154
Education Health Social Awareness and Rehabilitation,1.0154
Fangak Community Development Initiative,1.0154
Fashoda Youth Forum,1.0154
Friends of Children Society,1.0154
Global Family,1.0154
IDeA Foundation,1.0154
Joint Aid Management International,1.0154
Kachin Baptist Convention,1.0154
Khwendo Kor,1.0154
Labena Organization for Women Development Aid Capacity Building,1.0154
Livelihoods and Food Security Trust Fund,1.0154
Makhzoumi Foundation,1.0154
Mena Organization for Services Advocacy integration and Capacity Building,1.0154
Monastery Saint James the Mutilated,1.0154
Myanmar Health Assistant Association,1.0154
National Demining Units Organization,1.0154
Organization for Research and Community Development,1.0154
Organization for Voluntary Humanitarian Assistance Programme,1.0154
OVERSEAS-Onlus,1.0154
Oxfam Intermon,1.0154
People Empowerment & Consulting Enterprise,1.0154
Person in Need Relief Mission,1.0154
Rebuild Iraq Recruitment Program,1.0154
Rehabilitation Education And Community Health,1.0154
Relief and Humanitarian Aid Organisation in Dar al Fatwa,1.0154
Rural Community Action for Peace and Development,1.0154
Rural Development Initiative South Sudan,1.0154
Saint Kitts and Nevis,1.0154
Save Youth Future Society,1.0154
Society for Human and Environmental Development,1.0154
Sudanese Organization for Rehabilitation and Construction,1.0154
Support Agency for Rural and Human Association’s Development,1.0154
Sustainable Development and Peace Building Initiatives,1.0154
Three Millennium Development Goal Fund (3MDG),1.0154
Turath Organization for Human Development,1.0154
UN Women,1.0154
Wethaq Foundation for Civil Orientation,1.0154
World Jewish Relief,1.0154
Young Men’s Christian Association,1.0154
ABAAD-Resource Center for Gender Equality,1.0154
Abdel Mohsen Qattan Foundation,1.0154
Abs Development for Women and Children,1.0154
Action for Development,1.0154
Action for Peace and Sustainable Development,1.0154
action medeor e.V.,1.0154
Advocates Coalition for Rights and Development,1.0154
Afghanistankomiteen i Norge,1.0154
Agency for Assistance and Development of Afghanistan,1.0154
Agricultural Development Association,1.0154
Akkar Network for Development,1.0154
Asociacion Ben por la Infancia,1.0154
Asociación de Trabajadores y Tecnicos Sin Fronteras,1.0154
Asociación ONGD Cives Mundi,1.0154
ASSABIL,1.0154
Associate in Community Development,1.0154
Association Agropastorale de NDA,1.0154
Association Centrafricaine pour le Développement Economique et Social,1.0154
Association des Cadres Musulmans de Centrafrique,1.0154
Association des Femmes pour la Promotion de l'Entreprenariat,1.0154
Association for Integrated Rural Development,1.0154
Association HIMAYA,1.0154
Association LRC,1.0154
Association Medina,1.0154
Associazione Internazionale Volontari Laici,1.0154
Atlasalliansen,1.0154
Basmeh and Zeitooneh - Lebanese Association,1.0154
Brigadas Internacionales de Paz,1.0154
Care for Children and Old Age in South Sudan,1.0154
Caribbean Disaster Emergency Management Agency,1.0154
Caritas Chad,1.0154
Centre Libanais des Droits Humains,1.0154
Centro de Estudios Rurales y de Agricultura Internacional,1.0154
Christian Children's Fund of Canada,1.0154
Community Development Association,1.0154
Community in Need Aid,1.0154
Development Fund,1.0154
DIGNI,1.0154
Dominica Red Cross Society,1.0154
Duhok Organization for Volunteer Youth,1.0154
EducAid Onlus,1.0154
Education Health Social Awareness and Rehabilitation,1.0154
Estonian Refugee Council,1.0154
European Centre for Disease Prevention and Control,1.0154
European Meeting Centre - Nowy Staw Foundation,1.0154
Evangelisches Werk für Diakonie und Entwicklung e.V.,1.0154
Famine Early Warning Sytem,1.0154
Fangak Community Development Initiative,1.0154
Fashoda Youth Forum,1.0154
Foyer des Jeunes de Morne l'Hopital,1.0154
Friends of Children Society,1.0154
Friendship Luxembourg,1.0154
"FUNDACION ALIANZA POR LOS DERECHOS, LA IGUALD Y LA SOLIDARIDAD INTERNACIONAL",1.0154
Fundación Ojos del Mundo,1.0154
Fundación Plan,1.0154
GFZ German Research Centre,1.0154
Global Family,1.0154
Health Equity Initiatives Sdn Bhd,1.0154
Heifer International,1.0154
Hujra Village Support Organization,1.0154
Humanitarian Quality Assurance Initiative,1.0154
IHRA,1.0154
Impact Health Organization,1.0154
"Institute for Development, Research, Advocacy and Applied Care",1.0154
Interchurch Medical Assistance World Health,1.0154
International Eurasia Press Fund,1.0154
IsraAID,1.0154
Japan Campaign for children of Palestine,1.0154
Japan International Volunteer Center,1.0154
Japan Platform,1.0154
Joint Aid Management International,1.0154
Jordanian National Commission for Women,1.0154
Kachin Baptist Convention,1.0154
Khwendo Kor,1.0154
Labena Organization for Women Development Aid Capacity Building,1.0154
MADAD FUND,1.0154
Makhzoumi Foundation,1.0154
Manos Unidas,1.0154
Mena Organization for Services Advocacy integration and Capacity Building,1.0154
Ministry of Education and Higher Education,1.0154
Monastery Saint James the Mutilated,1.0154
Myanmar Health Assistant Association,1.0154
Myanmar Heart Development Organization,1.0154
National Demining Units Organization,1.0154
NGO Free Ukraine,1.0154
NGO Ukrainian Cultural Center,1.0154
Norwegian Capacity,1.0154
Nova - Centre per la Innovació Social / NOVACT,1.0154
One Step Further,1.0154
Organization for Research and Community Development,1.0154
Organization for Voluntary Humanitarian Assistance Programme,1.0154
OVERSEAS-Onlus,1.0154
Oxfam Intermon,1.0154
Parlement des Jeunes Rwandais,1.0154
Pearl of Africa Environment,1.0154
People Empowerment & Consulting Enterprise,1.0154
Person in Need Relief Mission,1.0154
Professionals in Humanitarian Assistance and Protection,1.0154
Real Medicine Foundation,1.0154
Rebuild Iraq Recruitment Program,1.0154
Reform Society,1.0154
Rehabilitation Education And Community Health,1.0154
Relief and Humanitarian Aid Organisation in Dar al Fatwa,1.0154
Rural Community Action for Peace and Development,1.0154
Rural Development Initiative South Sudan,1.0154
Save Youth Future Society,1.0154
Secretariado Diocesano de Pastoral Social,1.0154
Society for Human and Environmental Development,1.0154
Somalia Resilience Program,1.0154
Standard Alliance,1.0154
Sudanese Organization for Rehabilitation and Construction,1.0154
Support Agency for Rural and Human Association’s Development,1.0154
Support to Life,1.0154
Sustainable Development and Peace Building Initiatives,1.0154
Tahaddi & Apprentis d'Auteuils,1.0154
Tajik Aid,1.0154
The National Institution of Social Care and Vocational Training,1.0154
Triyog Trust NZ,1.0154
Turath Organization for Human Development,1.0154
U.S. Forest Service,1.0154
UN Department of Economic and Social Affairs,1.0154
UN Women,1.0154
United Nations Global Pulse,1.0154
United Nations Voluntary Fund for Trafficking in Person,1.0154
Vetwork Services Trust,1.0154
Wethaq Foundation for Civil Orientation,1.0154
Women Now for Development,1.0154
World Vision Vanuatu,1.0154
Yemeni Social Reform Society,1.0154
Young Men’s Christian Association,1.0154
HOPE’87 – Hundreds of Original Projects for Employment,1.0154
Farmer's Life Development Agency,1.0154
Development and Regeneration Association,1.0154
AMURT/Ananda Marga Universal Relief Team (USA),1.0154
MOJAZ Foundation,1.0154
Association pour le Progrès et la Défense des Droits des Femmes,1.0154
"Center for Emergency Aid and Rehabilitation, Inc.",1.0154
Al Najat Charitable Society,1.0154
Al-Khanjar Foundation,1.0154
Association for Environment Management and Development,1.0154
Association pour le Développement de Sila,1.0154
Centre d'Appui aux Initiatives de Développement Local,1.0154
Jiyan Foundation for Human Rights,1.0154
Ligue de la Zone Afrique pour la Défense des Droits des Enfants et Elèves,1.0154
Tajdid Iraq Association for Developing Economy,1.0154
The United Iraqi Medical Society for Relief and Development,1.0154
AMURT International,1.0154
Baha'i International Community,1.0154
CARE International,1.0154
CARE International Switzerland in Sudan,1.0154
Comitato Internationale per lo Sviluppo dei Popoli,1.0154
Human Appeal International,1.0154
International Aid Services,1.0154
International Committee of the Red Cross,1.0154
International Emergency and Development Aid Relief,1.0154
International Labour Organization,1.0154
International Medical Corps,1.0154
International Medical Corps UK,1.0154
International Organization for Migration,1.0154
International Relief and Development,1.0154
International Rescue Committee,1.0154
Lay Volunteers International Association,1.0154
Medical Emergency Relief International,1.0154
Mulrany International,1.0154
OPEC Fund for International Development,1.0154
OXFAM America,1.0154
Plan International,1.0154
Première Urgence - Aide Médicale Internationale,1.0154
Relief International,1.0154
Solidarités International,1.0154
World Vision International,1.0154
Habitat for Humanity International,1.0154
Handicap International,1.0154
International Federation of Red Cross and Red Crescent Societies,1.0154
International Media Support,1.0154
OXFAM International,1.0154
International Orthodox Christian Charities,1.0154
ChildFund International,1.0154
HelpAge International,1.0154
DAC Aviation International,1.0154
International Catholic Migration Commission,1.0154
International Strategy for Disaster Reduction,1.0154
Malteser International,1.0154
Fida International (previously Finnish Free Foreign Mission),1.0154
Geneva International Centre for Humanitarian Demining,1.0154
Deutsche Gesellschaft für Internationale Zusammenarbeit,1.0154
Humedia International,1.0154
International Campaign to Ban Landmines,1.0154
International Trust Fund for Demining and Victim Assistance ,1.0154
SODI - Solidaritätsdienst-International ,1.0154
ZIF - Center for International Peace Operations,1.0154
Amnesty International Norge,1.0154
Coalition for the International Criminal Court,1.0154
International Coalition to Ban Uranium Weapons,1.0154
International Commission of Jurists,1.0154
International Federation of Journalists,1.0154
International Humanitarian Fact-Finding Commission,1.0154
International Institute for Democracy and Electoral Assistance - International IDEA,1.0154
International Institute of Humanitarian Law,1.0154
International Rehabilitation Council of Tortured Victims,1.0154
International Service for Human Rights,1.0154
International Work Group for Indigenous Affairs,1.0154
Minority Rights Group International,1.0154
PEN International,1.0154
"PRIO - International Peace Research Institute, Oslo",1.0154
Rehabilitation International,1.0154
Transparency International,1.0154
PCPM - Polish Center for International Aid,1.0154
International Council of Voluntary Agencies,1.0154
Humanitarian Accountability Partnership International,1.0154
Swiss AIDS Care International,1.0154
Volunteer Organization for the International Co-operation,1.0154
Centre for International Studies and Cooperation ,1.0154
Counterpart International,1.0154
DHL International,1.0154
Helen Keller International,1.0154
International Resources Group,1.0154
Project Concern International,1.0154
International Civil Aviation Organisation,1.0154
Tamer Institute for Community Education,1.0154
Togo,1.0296
HealthNet International Transcultural Psychosocial Organisation,1.0154
Jordan Hashemite Charity Organization,1.0154
Nippon International Cooperation for Community Development,1.0154
Rotary International,1.0154
United Nations Fund for International Partnerships,1.0154
Norsk Journalistlag,1.0154
International Network for Environmental Management,1.0154
Near East Council of Churches in Gaza,1.0154
Buddhist Tzu Chi Foundation,1.0154
Health Communication Capacity Collaborative,1.0154
Heart to Heart International,1.0154
International Rice Research Institute,1.0154
National Oceanic and Atmospheric Administration,1.0154
Aman Jordanian Association,1.0154
United States Agency for International Development,1.0154
International Emergency and Development Aid,1.0154
International Fund for Agricultural Development ,1.0154
Aide Médicale  Internationale ,1.0154
CARITAS INTERNATIONALIS,1.0154
Health Alliance International,1.0154
Korean Foundation for International Healthcare,1.0154
Chemonics International Inc.,1.0154
Association Solidarite Maroc Palestine,1.0154
Baxter International Foundation,1.0154
DIA - Social Justice in Development,1.0154
Federation Internationale de Football Association (FIFA),1.0154
Fondation Assistance Internationale,1.0154
Gaddafi International Charity and Development Foundation (GICDF),1.0154
Global Hope Network International,1.0154
International Criminal Police Organization - INTERPOL,1.0154
International Development and Relief Foundation,1.0154
International Lifeline Fund,1.0154
International Paper,1.0154
International Programme for the Development of Communication,1.0154
International Relief Solutions LLC,1.0154
International Telecommunications Union,1.0154
Lions Clubs International Foundation,1.0154
