Donor,privatemoney
OVERSEAS-Onlus,no
Oxfam Intermon,no
People Empowerment & Consulting Enterprise,no
Person in Need Relief Mission,no
Rebuild Iraq Recruitment Program,no
Rehabilitation Education And Community Health,no
Relief and Humanitarian Aid Organisation in Dar al Fatwa,no
Rural Community Action for Peace and Development,no
Rural Development Initiative South Sudan,no
Saint Kitts and Nevis,no
Save Youth Future Society,no
Society for Human and Environmental Development,no
Sudanese Organization for Rehabilitation and Construction,no
Support Agency for Rural and Human Association’s Development,no
Sustainable Development and Peace Building Initiatives,no
Three Millennium Development Goal Fund (3MDG),no
Turath Organization for Human Development,no
UN Women,no
Wethaq Foundation for Civil Orientation,no
World Jewish Relief,no
Young Men’s Christian Association,no
ABAAD-Resource Center for Gender Equality,no
Abdel Mohsen Qattan Foundation,private
Abs Development for Women and Children,no
Action for Development,no
Action for Peace and Sustainable Development,no
action medeor e.V.,no
Advocates Coalition for Rights and Development,no
Afghanistankomiteen i Norge,no
Agency for Assistance and Development of Afghanistan,no
Agricultural Development Association,no
Akkar Network for Development,no
Asociacion Ben por la Infancia,no
Asociación de Trabajadores y Tecnicos Sin Fronteras,no
Asociación ONGD Cives Mundi,no
ASSABIL,no
Associate in Community Development,no
Association Agropastorale de NDA,no
Association Centrafricaine pour le Développement Economique et Social,no
Association des Cadres Musulmans de Centrafrique,no
Association des Femmes pour la Promotion de l'Entreprenariat,no
Association for Integrated Rural Development,no
Association HIMAYA,no
Association LRC,no
Association Medina,no
Associazione Internazionale Volontari Laici,no
Atlasalliansen,no
Basmeh and Zeitooneh - Lebanese Association,no
Brigadas Internacionales de Paz,no
Care for Children and Old Age in South Sudan,no
Caribbean Disaster Emergency Management Agency,no
Caritas Chad,no
Centre Libanais des Droits Humains,no
Centro de Estudios Rurales y de Agricultura Internacional,no
Christian Children's Fund of Canada,no
Community Development Association,no
Community in Need Aid,no
Development Fund,no
DIGNI,no
Dominica Red Cross Society,no
Duhok Organization for Volunteer Youth,no
EducAid Onlus,no
Education Health Social Awareness and Rehabilitation,no
Estonian Refugee Council,no
European Centre for Disease Prevention and Control,no
European Meeting Centre - Nowy Staw Foundation,private
Evangelisches Werk für Diakonie und Entwicklung e.V.,no
Famine Early Warning Sytem,no
Fangak Community Development Initiative,no
Fashoda Youth Forum,no
Foyer des Jeunes de Morne l'Hopital,no
Friends of Children Society,no
Friendship Luxembourg,no
"FUNDACION ALIANZA POR LOS DERECHOS, LA IGUALD Y LA SOLIDARIDAD INTERNACIONAL",no
Fundación Ojos del Mundo,private
Fundación Plan,no
GFZ German Research Centre,no
Global Family,no
Health Equity Initiatives Sdn Bhd,no
Heifer International,no
Hujra Village Support Organization,no
Humanitarian Quality Assurance Initiative,no
IHRA,no
Impact Health Organization,no
"Institute for Development, Research, Advocacy and Applied Care",no
Interchurch Medical Assistance World Health,no
International Eurasia Press Fund,no
IsraAID,no
Japan Campaign for children of Palestine,no
Japan International Volunteer Center,no
Japan Platform,no
Joint Aid Management International,no
Jordanian National Commission for Women,no
Kachin Baptist Convention,no
Khwendo Kor,no
Labena Organization for Women Development Aid Capacity Building,no
MADAD FUND,no
Makhzoumi Foundation,no
Manos Unidas,no
Mena Organization for Services Advocacy integration and Capacity Building,no
Ministry of Education and Higher Education,no
Monastery Saint James the Mutilated,no
Myanmar Health Assistant Association,no
Myanmar Heart Development Organization,no
National Demining Units Organization,no
NGO Free Ukraine,no
NGO Ukrainian Cultural Center,no
Norwegian Capacity,no
Nova - Centre per la Innovació Social / NOVACT,no
One Step Further,no
Organization for Research and Community Development,no
Organization for Voluntary Humanitarian Assistance Programme,no
OVERSEAS-Onlus,no
Oxfam Intermon,no
Parlement des Jeunes Rwandais,no
Pearl of Africa Environment,no
People Empowerment & Consulting Enterprise,no
Person in Need Relief Mission,no
Professionals in Humanitarian Assistance and Protection,no
Real Medicine Foundation,private
Rebuild Iraq Recruitment Program,no
Reform Society,no
Rehabilitation Education And Community Health,no
Relief and Humanitarian Aid Organisation in Dar al Fatwa,no
Rural Community Action for Peace and Development,no
Rural Development Initiative South Sudan,no
Save Youth Future Society,no
Secretariado Diocesano de Pastoral Social,no
Society for Human and Environmental Development,no
Somalia Resilience Program,no
Standard Alliance,no
Sudanese Organization for Rehabilitation and Construction,no
Support Agency for Rural and Human Association’s Development,no
Support to Life,no
Sustainable Development and Peace Building Initiatives,no
Tahaddi & Apprentis d'Auteuils,no
Tajik Aid,no
The National Institution of Social Care and Vocational Training,no
Triyog Trust NZ,no
Turath Organization for Human Development,no
U.S. Forest Service,no
UN Department of Economic and Social Affairs,no
UN Women,no
United Nations Global Pulse,no
United Nations Voluntary Fund for Trafficking in Person,no
Vetwork Services Trust,no
Wethaq Foundation for Civil Orientation,no
Women Now for Development,no
World Vision Vanuatu,no
Yemeni Social Reform Society,no
Young Men’s Christian Association,no
HOPE’87 – Hundreds of Original Projects for Employment,no
Farmer's Life Development Agency,no
Development and Regeneration Association,no
AMURT/Ananda Marga Universal Relief Team (USA),no
MOJAZ Foundation,private
Association pour le Progrès et la Défense des Droits des Femmes,no
"Center for Emergency Aid and Rehabilitation, Inc.",private
Al Najat Charitable Society,no
Al-Khanjar Foundation,no
Association for Environment Management and Development,no
Association pour le Développement de Sila,no
Centre d'Appui aux Initiatives de Développement Local,no
Jiyan Foundation for Human Rights,private
Ligue de la Zone Afrique pour la Défense des Droits des Enfants et Elèves,no
Tajdid Iraq Association for Developing Economy,no
The United Iraqi Medical Society for Relief and Development,no
AMURT International,no
Baha'i International Community,no
CARE International,no
CARE International Switzerland in Sudan,no
Comitato Internationale per lo Sviluppo dei Popoli,no
Human Appeal International,no
International Aid Services,no
International Committee of the Red Cross,no
International Emergency and Development Aid Relief,no
International Labour Organization,no
International Medical Corps,no
International Medical Corps UK,no
International Organization for Migration,no
International Relief and Development,no
International Rescue Committee,no
Lay Volunteers International Association,no
Medical Emergency Relief International,no
Mulrany International,private
OPEC Fund for International Development,no
OXFAM America,no
Plan International,no
Première Urgence - Aide Médicale Internationale,no
Relief International,no
Solidarités International,no
World Vision International,no
Habitat for Humanity International,no
Handicap International,no
International Federation of Red Cross and Red Crescent Societies,no
International Media Support,no
OXFAM International,no
International Orthodox Christian Charities,no
ChildFund International,no
HelpAge International,no
DAC Aviation International,private
International Catholic Migration Commission,no
International Strategy for Disaster Reduction,no
Malteser International,no
Fida International (previously Finnish Free Foreign Mission),no
Geneva International Centre for Humanitarian Demining,no
Deutsche Gesellschaft für Internationale Zusammenarbeit,private
Humedia International,no
International Campaign to Ban Landmines,no
International Trust Fund for Demining and Victim Assistance ,no
SODI - Solidaritätsdienst-International ,no
ZIF - Center for International Peace Operations,no
Amnesty International Norge,no
Coalition for the International Criminal Court,no
International Coalition to Ban Uranium Weapons,no
International Commission of Jurists,no
International Federation of Journalists,private
International Humanitarian Fact-Finding Commission,no
International Institute for Democracy and Electoral Assistance - International IDEA,no
International Institute of Humanitarian Law,no
International Rehabilitation Council of Tortured Victims,no
International Service for Human Rights,no
International Work Group for Indigenous Affairs,no
Minority Rights Group International,no
PEN International,private
"PRIO - International Peace Research Institute, Oslo",no
Rehabilitation International,no
Transparency International,no
PCPM - Polish Center for International Aid,no
International Council of Voluntary Agencies,no
Humanitarian Accountability Partnership International,no
Swiss AIDS Care International,private
Volunteer Organization for the International Co-operation,no
Centre for International Studies and Cooperation ,no
Counterpart International,no
DHL International,private
Helen Keller International,no
International Resources Group,private
Project Concern International,no
International Civil Aviation Organisation,no
Tamer Institute for Community Education,no
Togo,no
HealthNet International Transcultural Psychosocial Organisation,no
Jordan Hashemite Charity Organization,no
Nippon International Cooperation for Community Development,no
Rotary International,no
United Nations Fund for International Partnerships,no
Norsk Journalistlag,no
International Network for Environmental Management,no
Near East Council of Churches in Gaza,no
Buddhist Tzu Chi Foundation,private
Health Communication Capacity Collaborative,no
Heart to Heart International,no
International Rice Research Institute,no
National Oceanic and Atmospheric Administration,no
Aman Jordanian Association,no
Bahrain Islamic Association,no
Al-Gharaa Charity Organization,no
Islamic Charity Society Center,no
International Commission for Human Development,no
United States Agency for International Development,no
International Emergency and Development Aid,no
International Fund for Agricultural Development ,no
Aide Médicale  Internationale ,no
CARITAS INTERNATIONALIS,no
Health Alliance International,no
Korean Foundation for International Healthcare,no
United Way International,no
International Crisis Group,no
Aide Médicale  Internationale ,no
Health Alliance International,no
Temporary International Presence in Hebron,no
National Integrated and Development Association (NIDA-Pakistan),no
Pastoralist Consultants International,private
International Assistance Mission,no
France Cooperation Internationale,no
Water Missions International,no
Operation Blessing International,no
Air Serv International,no
Food for the Hungry International,no
International Potato Center,no
Actions Médicales Internationale,no
Chemonics International Inc.,private
Association Solidarite Maroc Palestine,no
Baxter International Foundation,private
DIA - Social Justice in Development,no
Federation Internationale de Football Association (FIFA),private
Fondation Assistance Internationale,private
Gaddafi International Charity and Development Foundation (GICDF),private
Global Hope Network International,private
International Criminal Police Organization - INTERPOL,private
International Development and Relief Foundation,no
International Lifeline Fund,private
International Paper,private
International Programme for the Development of Communication,no
International Relief Solutions LLC,private
International Telecommunications Union,no
Lions Clubs International Foundation,private
Marie Stopes International,no
MoneyGram International,private
Organisation Internationale de la Francophonie,no
Perry Ellis International,private
Response International,no
Royal Caribbean International,private
Scottish Catholic International Aid Fund,no
Sphene International Ltd,private
Sub-Saharan International Development Organization,no
Trilogy International Partners,private
Windy International Youth Foundation,private
Palestinian Farmers' Union,no
ACTIONAID INTERNATIONAL ZIMBABWE,no
Human Care International,no
Human Concern International,no
International HIV/AIDS Alliance,no
Refugees International,no
International Criminal Court,no
Population Services International,no
International Aid Hand,no
International Air Transport Association,private
International Partnership for Human Development,no
Medical Assistance Programs International,no
Monterey Institute of International Studies,no
Health Partners International Canada,no
Balancing record,no
Commission d'Entraide pour les Migrants et les Refugies International,no
International Foundation for Education and Self Help,private
International Olympic Committee,no
JT International Foundation,private
Light Force International,no
SOS International,no
UNDG/EXECCOMM Secretariat,no
United Nations International Research and Training Institute for the Advance of Women,no
